"Date","Price","Open","High","Low","Vol.","Change %"
"09/14/2021","150.32","150.07","150.61","149.45","","0.15%"
"09/13/2021","150.10","149.90","150.86","149.90","","0.26%"
"09/10/2021","149.71","150.41","150.65","149.58","","-0.30%"
"09/09/2021","150.16","149.75","150.68","148.87","","-0.03%"
"09/08/2021","150.21","151.52","151.52","149.72","","-1.07%"
"09/07/2021","151.84","152.25","152.40","151.68","","-0.29%"
"09/06/2021","152.28","151.52","152.50","151.52","","0.79%"
"09/03/2021","151.09","152.10","152.11","150.47","","-0.67%"
"09/02/2021","152.11","151.59","152.23","151.59","","0.32%"
"09/01/2021","151.62","151.60","152.21","151.14","","0.74%"
"08/31/2021","150.51","151.22","151.71","150.01","","-0.34%"
"08/30/2021","151.02","150.87","151.11","150.77","","0.17%"
"08/27/2021","150.76","149.98","150.77","149.84","","0.38%"
"08/26/2021","150.19","150.07","150.51","149.53","","-0.33%"
"08/25/2021","150.68","150.78","150.96","150.58","","0.03%"
"08/24/2021","150.64","151.23","151.23","150.14","","0.01%"
"08/23/2021","150.62","150.53","150.75","149.87","","0.73%"
"08/20/2021","149.53","148.86","149.61","148.16","","0.44%"
"08/19/2021","148.87","149.53","149.57","147.61","","-1.53%"
"08/18/2021","151.19","151.09","151.26","150.77","","0.11%"
"08/17/2021","151.03","150.64","151.17","150.21","","-0.07%"
"08/16/2021","151.13","151.25","151.65","150.72","","-0.66%"
"08/13/2021","152.14","151.85","152.35","151.83","","0.16%"
"08/12/2021","151.89","151.43","151.95","151.31","","0.33%"
"08/11/2021","151.39","151.14","151.68","150.78","","0.35%"
"08/10/2021","150.86","150.57","151.16","150.53","","0.30%"
"08/09/2021","150.41","150.15","150.53","150.15","","0.13%"
"08/06/2021","150.22","149.98","150.52","149.77","","0.08%"
"08/05/2021","150.10","149.50","150.15","149.46","","0.49%"
"08/04/2021","149.37","148.88","149.49","148.72","","0.76%"
"08/03/2021","148.24","148.06","148.59","147.83","","0.13%"
"08/02/2021","148.05","147.92","148.46","147.39","","0.63%"
"07/30/2021","147.13","147.21","147.75","146.72","","-0.56%"
"07/29/2021","147.96","147.88","148.21","147.76","","0.41%"
"07/28/2021","147.36","146.45","147.38","146.22","","0.81%"
"07/27/2021","146.18","146.92","147.02","145.81","","-0.78%"
"07/26/2021","147.33","146.69","147.45","146.48","","-0.05%"
"07/23/2021","147.40","146.36","147.48","146.27","","1.09%"
"07/22/2021","145.81","145.23","146.32","145.23","","0.86%"
"07/21/2021","144.57","142.76","144.65","142.76","","1.71%"
"07/20/2021","142.14","141.89","142.88","141.08","","0.52%"
"07/19/2021","141.40","143.83","143.83","140.68","","-2.29%"
"07/16/2021","144.72","145.67","145.82","144.11","","-0.39%"
"07/15/2021","145.28","146.46","146.47","144.98","","-0.98%"
"07/14/2021","146.72","146.37","146.90","146.04","","0.03%"
"07/13/2021","146.67","146.64","146.74","146.31","","0.02%"
"07/12/2021","146.64","145.65","146.71","145.06","","0.71%"
"07/09/2021","145.61","143.98","145.61","143.98","","1.46%"
"07/08/2021","143.52","145.59","145.59","142.68","","-1.79%"
"07/07/2021","146.14","145.37","146.24","145.37","","0.72%"
"07/06/2021","145.10","145.89","146.14","144.73","","-0.56%"
"07/05/2021","145.91","145.52","146.06","144.93","","0.18%"
"07/02/2021","145.65","145.57","146.09","145.35","","0.19%"
"07/01/2021","145.38","145.02","146.17","144.31","","0.57%"
"06/30/2021","144.55","145.81","146.12","144.05","","-0.95%"
"06/29/2021","145.93","145.27","146.37","145.27","","0.45%"
"06/28/2021","145.27","146.35","146.42","145.26","","-0.67%"
"06/25/2021","146.25","146.27","146.33","145.87","","0.07%"
"06/24/2021","146.15","144.60","146.23","144.60","","1.25%"
"06/23/2021","144.35","145.91","146.06","144.35","","-0.92%"
"06/22/2021","145.69","145.50","145.87","144.81","","0.23%"
"06/21/2021","145.36","144.03","145.39","143.22","","0.66%"
"06/18/2021","144.40","146.57","146.93","144.31","","-1.60%"
"06/17/2021","146.75","146.16","146.91","146.04","","-0.07%"
"06/16/2021","146.86","147.00","147.05","146.47","","0.13%"
"06/15/2021","146.67","147.08","147.25","146.66","","0.09%"
"06/14/2021","146.54","146.75","147.20","146.30","","0.24%"
"06/11/2021","146.19","145.58","146.28","145.41","","0.59%"
"06/10/2021","145.33","145.61","145.68","144.72","","-0.03%"
"06/09/2021","145.38","145.38","145.53","144.89","","0.05%"
"06/08/2021","145.31","145.29","145.85","145.14","","0.00%"
"06/07/2021","145.31","144.70","145.56","144.28","","0.35%"
"06/04/2021","144.80","144.47","144.87","144.15","","0.28%"
"06/03/2021","144.40","144.47","144.56","143.37","","-0.06%"
"06/02/2021","144.48","144.22","144.70","144.07","","0.19%"
"06/01/2021","144.20","143.60","145.04","143.60","","0.85%"
"05/31/2021","142.99","143.83","143.96","142.95","","-0.60%"
"05/28/2021","143.85","143.10","144.05","143.05","","0.71%"
"05/27/2021","142.83","142.29","143.33","142.29","","0.19%"
"05/26/2021","142.56","143.06","143.27","142.22","","-0.15%"
"05/25/2021","142.78","142.91","143.39","142.77","","0.15%"
"05/24/2021","142.57","142.44","142.62","142.18","","0.17%"
"05/21/2021","142.33","141.80","142.62","141.57","","0.59%"
"05/20/2021","141.49","140.16","141.51","139.45","","1.42%"
"05/19/2021","139.51","140.58","140.59","138.28","","-1.59%"
"05/18/2021","141.76","142.13","142.68","141.44","","0.18%"
"05/17/2021","141.50","141.87","142.17","140.99","","-0.06%"
"05/14/2021","141.58","140.46","141.60","139.81","","1.41%"
"05/13/2021","139.61","138.87","139.89","137.08","","0.08%"
"05/12/2021","139.50","139.44","140.07","139.07","","0.04%"
"05/11/2021","139.44","141.31","141.31","138.56","","-1.91%"
"05/10/2021","142.16","142.55","142.55","141.84","","-0.14%"
"05/07/2021","142.36","141.70","142.36","141.35","","0.96%"
"05/06/2021","141.00","141.19","141.78","140.25","","-0.16%"
"05/05/2021","141.23","139.13","141.24","139.13","","1.93%"
"05/04/2021","138.55","141.22","141.54","138.39","","-1.75%"
"05/03/2021","141.02","140.37","141.16","139.90","","0.64%"
"04/30/2021","140.13","140.90","141.11","140.13","","-0.53%"
"04/29/2021","140.87","141.71","142.26","140.51","","-0.43%"
"04/28/2021","141.48","141.57","141.87","141.06","","0.00%"
"04/27/2021","141.48","141.43","141.60","140.97","","0.04%"
"04/26/2021","141.43","141.06","141.59","140.92","","0.27%"
"04/23/2021","141.05","141.06","141.16","140.19","","-0.02%"
"04/22/2021","141.08","139.81","141.13","139.81","","0.92%"
"04/21/2021","139.79","138.77","139.94","138.75","","0.74%"
"04/20/2021","138.76","141.39","141.40","138.55","","-1.87%"
"04/19/2021","141.40","142.04","142.17","141.37","","-0.29%"
"04/16/2021","141.81","140.46","141.86","140.45","","1.03%"
"04/15/2021","140.37","140.21","140.54","140.06","","0.36%"
"04/14/2021","139.86","140.00","140.13","139.75","","0.08%"
"04/13/2021","139.75","139.46","139.93","139.18","","0.33%"
"04/12/2021","139.29","139.79","140.00","139.28","","-0.46%"
"04/09/2021","139.94","139.86","140.11","139.58","","0.15%"
"04/08/2021","139.73","139.51","139.78","139.33","","0.56%"
"04/07/2021","138.95","139.26","139.41","138.81","","-0.22%"
"04/06/2021","139.25","138.83","139.64","138.83","","0.59%"
"04/05/2021","138.43","138.42","138.44","138.42","","-0.01%"
"04/02/2021","138.45","138.45","138.45","138.45","","0.00%"
"04/01/2021","138.45","137.89","138.58","137.74","","0.65%"
"03/31/2021","137.55","137.59","138.05","137.47","","-0.12%"
"03/30/2021","137.71","137.07","137.83","136.91","","0.91%"
"03/29/2021","136.47","136.49","136.78","136.16","","0.17%"
"03/26/2021","136.24","135.59","136.38","135.54","","0.99%"
"03/25/2021","134.91","134.49","134.96","133.50","","-0.12%"
"03/24/2021","135.07","134.48","135.16","134.15","","0.03%"
"03/23/2021","135.03","135.02","135.48","134.29","","-0.24%"
"03/22/2021","135.36","134.59","135.50","134.38","","0.06%"
"03/19/2021","135.28","135.48","136.07","134.68","","-0.76%"
"03/18/2021","136.31","136.09","136.56","135.84","","0.46%"
"03/17/2021","135.69","135.82","136.04","135.35","","-0.26%"
"03/16/2021","136.04","135.68","136.22","135.63","","0.62%"
"03/15/2021","135.20","135.58","136.19","134.90","","-0.07%"
"03/12/2021","135.29","135.36","135.36","134.72","","-0.24%"
"03/11/2021","135.62","134.95","135.64","134.95","","0.77%"
"03/10/2021","134.58","133.56","134.71","133.37","","0.66%"
"03/09/2021","133.70","132.56","133.93","132.29","","0.82%"
"03/08/2021","132.61","130.65","132.83","130.21","","2.19%"
"03/05/2021","129.77","130.05","131.16","129.41","","-0.92%"
"03/04/2021","130.97","130.64","131.35","130.16","","-0.36%"
"03/03/2021","131.44","132.14","132.62","130.60","","-0.09%"
"03/02/2021","131.56","131.21","132.28","131.14","","0.02%"
"03/01/2021","131.53","130.78","131.64","130.54","","1.81%"
"02/26/2021","129.19","129.41","130.58","128.78","","-1.39%"
"02/25/2021","131.01","131.92","132.07","130.97","","-0.06%"
"02/24/2021","131.09","130.43","131.34","130.36","","0.39%"
"02/23/2021","130.58","131.46","131.57","128.99","","-0.56%"
"02/22/2021","131.31","131.19","131.48","130.38","","-0.63%"
"02/19/2021","132.14","131.46","132.31","131.03","","0.82%"
"02/18/2021","131.07","131.94","132.45","130.82","","-0.69%"
"02/17/2021","131.98","132.70","132.89","131.84","","-0.74%"
"02/16/2021","132.97","133.29","133.40","132.86","","-0.11%"
"02/15/2021","133.12","132.58","133.33","132.36","","0.98%"
"02/12/2021","131.83","130.87","131.84","130.45","","0.58%"
"02/11/2021","131.07","130.41","131.11","130.24","","0.68%"
"02/10/2021","130.18","131.16","131.16","129.55","","-0.41%"
"02/09/2021","130.72","131.10","131.10","130.38","","-0.21%"
"02/08/2021","131.00","131.20","131.48","130.97","","0.24%"
"02/05/2021","130.69","130.52","131.22","130.31","","0.28%"
"02/04/2021","130.32","129.56","130.41","129.54","","0.63%"
"02/03/2021","129.51","129.59","130.19","129.20","","0.57%"
"02/02/2021","128.78","127.50","128.90","127.50","","1.47%"
"02/01/2021","126.91","125.92","127.15","125.92","","1.34%"
"01/29/2021","125.23","126.14","126.76","125.19","","-1.69%"
"01/28/2021","127.38","125.83","127.70","124.19","","0.50%"
"01/27/2021","126.75","128.44","128.49","125.45","","-1.45%"
"01/26/2021","128.62","127.63","129.24","127.63","","0.70%"
"01/25/2021","127.73","129.61","129.89","127.36","","-1.08%"
"01/22/2021","129.13","129.56","129.56","128.14","","-0.54%"
"01/21/2021","129.83","130.28","130.82","129.72","","0.05%"
"01/20/2021","129.77","129.12","129.98","129.12","","0.75%"
"01/19/2021","128.81","129.50","129.72","128.73","","-0.12%"
"01/18/2021","128.96","128.33","128.99","128.11","","0.23%"
"01/15/2021","128.67","129.98","129.98","127.80","","-1.19%"
"01/14/2021","130.22","129.59","130.40","129.59","","0.59%"
"01/13/2021","129.46","129.38","129.72","128.93","","0.13%"
"01/12/2021","129.29","129.49","129.92","128.87","","-0.06%"
"01/11/2021","129.37","130.24","130.24","128.65","","-0.74%"
"01/08/2021","130.34","129.43","130.63","129.43","","0.71%"
"01/07/2021","129.42","129.28","129.70","128.80","","0.76%"
"01/06/2021","128.45","127.67","128.77","126.99","","1.11%"
"01/05/2021","127.04","127.10","127.80","126.55","","-0.42%"
"01/04/2021","127.58","127.97","128.68","127.14","","0.75%"
"01/01/2021","126.63","126.63","126.63","126.63","","0.00%"
"12/31/2020","126.63","126.84","127.14","126.62","","-0.41%"
"12/30/2020","127.15","127.65","127.94","127.13","","-0.41%"
"12/29/2020","127.67","127.81","128.13","127.52","","0.30%"
"12/28/2020","127.29","126.86","127.42","126.75","","1.01%"
"12/25/2020","126.02","126.02","126.02","126.02","","0.00%"
"12/24/2020","126.02","126.02","126.08","125.94","","0.10%"
"12/23/2020","125.89","124.98","126.02","124.98","","0.95%"
"12/22/2020","124.71","123.60","124.85","123.60","","1.24%"
"12/21/2020","123.18","124.10","124.10","121.48","","-2.31%"
"12/18/2020","126.09","125.92","126.99","125.89","","-0.13%"
"12/17/2020","126.26","126.64","126.78","126.17","","0.33%"
"12/16/2020","125.85","125.43","126.22","125.29","","0.65%"
"12/15/2020","125.04","124.37","125.18","124.33","","0.42%"
"12/14/2020","124.52","124.73","125.20","124.47","","0.53%"
"12/11/2020","123.86","124.44","124.57","122.90","","-0.82%"
"12/10/2020","124.88","125.33","125.56","124.09","","-0.30%"
"12/09/2020","125.25","125.48","125.89","125.18","","0.17%"
"12/08/2020","125.04","124.74","125.18","124.21","","0.08%"
"12/07/2020","124.94","124.98","125.08","124.08","","-0.22%"
"12/04/2020","125.22","124.50","125.23","124.50","","0.63%"
"12/03/2020","124.44","124.76","124.78","123.97","","-0.18%"
"12/02/2020","124.66","124.45","124.89","124.00","","-0.16%"
"12/01/2020","124.86","124.43","125.13","124.25","","0.61%"
"11/30/2020","124.10","125.01","125.51","124.09","","-0.92%"
"11/27/2020","125.25","124.29","125.37","124.23","","0.68%"
"11/26/2020","124.40","124.58","124.88","124.32","","-0.03%"
"11/25/2020","124.44","124.37","124.77","123.92","","0.14%"
"11/24/2020","124.26","123.14","124.28","123.14","","1.06%"
"11/23/2020","122.96","123.36","124.32","122.94","","-0.22%"
"11/20/2020","123.23","122.28","123.45","122.28","","0.59%"
"11/19/2020","122.51","122.40","122.87","122.09","","-0.64%"
"11/18/2020","123.30","122.33","123.47","122.24","","0.46%"
"11/17/2020","122.74","122.57","122.86","122.06","","-0.03%"
"11/16/2020","122.78","122.32","123.50","121.84","","1.12%"
"11/13/2020","121.42","120.80","121.89","120.80","","0.12%"
"11/12/2020","121.28","121.46","122.13","121.06","","-0.78%"
"11/11/2020","122.23","121.46","122.40","121.22","","0.78%"
"11/10/2020","121.28","120.33","121.66","119.83","","0.81%"
"11/09/2020","120.30","116.16","121.51","116.13","","4.77%"
"11/06/2020","114.82","114.96","115.46","113.85","","-0.36%"
"11/05/2020","115.23","114.21","115.45","114.21","","1.56%"
"11/04/2020","113.46","110.25","113.50","109.51","","2.04%"
"11/03/2020","111.19","109.33","111.24","109.33","","2.25%"
"11/02/2020","108.74","107.34","108.96","106.69","","1.73%"
"10/30/2020","106.89","106.13","107.24","105.87","","0.03%"
"10/29/2020","106.86","106.91","107.70","105.80","","-0.03%"
"10/28/2020","106.89","109.39","109.39","106.11","","-3.24%"
"10/27/2020","110.47","111.91","111.91","110.30","","-1.04%"
"10/26/2020","111.63","113.07","113.36","111.62","","-2.27%"
"10/23/2020","114.22","113.34","114.73","113.28","","0.67%"
"10/22/2020","113.46","113.27","113.88","112.15","","-0.18%"
"10/21/2020","113.66","115.67","115.67","113.62","","-1.50%"
"10/20/2020","115.39","115.46","116.02","115.19","","-0.17%"
"10/19/2020","115.59","116.16","116.81","115.30","","-0.15%"
"10/16/2020","115.76","114.92","116.20","114.61","","1.38%"
"10/15/2020","114.18","115.92","115.92","113.62","","-2.13%"
"10/14/2020","116.66","116.61","117.10","116.34","","0.05%"
"10/13/2020","116.60","117.28","117.31","116.23","","-0.59%"
"10/12/2020","117.29","116.39","117.46","116.39","","0.79%"
"10/09/2020","116.37","115.79","116.46","115.79","","0.52%"
"10/08/2020","115.77","115.57","116.14","115.12","","0.73%"
"10/07/2020","114.93","114.85","115.27","114.55","","0.09%"
"10/06/2020","114.83","114.76","115.41","114.11","","0.28%"
"10/05/2020","114.51","114.03","114.60","113.86","","1.12%"
"10/02/2020","113.24","112.30","113.24","111.95","","-0.06%"
"10/01/2020","113.31","113.66","113.98","112.86","","0.32%"
"09/30/2020","112.95","112.62","113.71","112.47","","-0.34%"
"09/29/2020","113.34","113.39","113.72","112.82","","-0.19%"
"09/28/2020","113.56","111.90","113.64","111.90","","2.50%"
"09/25/2020","110.79","111.27","111.40","109.46","","-0.36%"
"09/24/2020","111.19","110.89","112.01","110.74","","-0.81%"
"09/23/2020","112.10","112.50","113.43","112.08","","0.44%"
"09/22/2020","111.61","111.93","112.48","111.59","","0.20%"
"09/21/2020","111.39","114.84","114.84","111.12","","-3.48%"
"09/18/2020","115.41","116.25","116.45","115.40","","-0.69%"
"09/17/2020","116.21","115.67","116.46","115.19","","-0.52%"
"09/16/2020","116.82","116.36","116.96","116.08","","0.46%"
"09/15/2020","116.28","115.84","116.69","115.58","","0.49%"
"09/14/2020","115.71","116.24","116.63","115.47","","0.09%"
"09/11/2020","115.61","115.55","116.03","115.01","","0.01%"
"09/10/2020","115.60","116.03","116.28","115.23","","-0.33%"
"09/09/2020","115.98","113.92","116.13","113.92","","1.82%"
"09/08/2020","113.91","115.48","115.60","113.04","","-1.35%"
"09/07/2020","115.47","113.92","115.61","113.92","","1.68%"
"09/04/2020","113.56","114.22","115.88","112.76","","-1.14%"
"09/03/2020","114.87","117.00","117.93","114.45","","-1.20%"
"09/02/2020","116.26","115.12","116.94","115.12","","1.53%"
"09/01/2020","114.51","115.14","115.76","113.72","","-0.02%"
"08/31/2020","114.53","116.03","116.67","114.44","","-0.93%"
"08/28/2020","115.61","116.21","116.37","115.00","","-0.45%"
"08/27/2020","116.13","117.03","117.06","116.09","","-0.74%"
"08/26/2020","116.99","115.84","116.99","115.46","","0.92%"
"08/25/2020","115.92","116.10","117.09","115.91","","-0.04%"
"08/24/2020","115.97","114.23","116.20","114.23","","1.88%"
"08/21/2020","113.83","114.15","114.69","112.69","","-0.19%"
"08/20/2020","114.05","115.00","115.00","113.62","","-1.20%"
"08/19/2020","115.44","114.63","115.46","114.33","","0.66%"
"08/18/2020","114.68","114.84","116.01","114.39","","-0.58%"
"08/17/2020","115.35","115.24","115.48","114.50","","0.30%"
"08/14/2020","115.01","116.14","116.14","114.23","","-1.29%"
"08/13/2020","116.51","116.70","117.04","116.31","","-0.45%"
"08/12/2020","117.04","115.62","117.25","115.53","","0.99%"
"08/11/2020","115.89","114.53","116.40","114.53","","2.02%"
"08/10/2020","113.60","113.61","114.08","112.97","","0.22%"
"08/07/2020","113.35","112.75","113.47","112.27","","0.42%"
"08/06/2020","112.88","113.56","114.28","112.38","","-0.72%"
"08/05/2020","113.70","113.64","114.28","113.44","","0.57%"
"08/04/2020","113.05","113.44","114.03","112.36","","-0.04%"
"08/03/2020","113.09","110.87","113.42","110.50","","2.11%"
"07/31/2020","110.75","112.04","113.16","110.74","","-0.96%"
"07/30/2020","111.82","114.60","114.60","110.85","","-2.48%"
"07/29/2020","114.66","114.75","115.05","114.41","","-0.01%"
"07/28/2020","114.67","114.70","115.09","113.97","","-0.01%"
"07/27/2020","114.68","114.68","115.02","114.30","","-0.15%"
"07/24/2020","114.85","116.20","116.20","114.34","","-1.84%"
"07/23/2020","117.00","117.22","117.90","116.73","","0.03%"
"07/22/2020","116.97","117.62","117.73","116.54","","-0.69%"
"07/21/2020","117.78","117.81","119.12","117.69","","0.39%"
"07/20/2020","117.32","116.16","117.33","115.37","","0.95%"
"07/17/2020","116.22","116.39","116.50","115.85","","0.09%"
"07/16/2020","116.12","116.10","116.37","115.39","","-0.30%"
"07/15/2020","116.47","115.15","116.98","115.15","","1.56%"
"07/14/2020","114.68","114.97","114.97","113.39","","-0.83%"
"07/13/2020","115.64","114.48","115.71","114.39","","1.40%"
"07/10/2020","114.04","112.75","114.07","112.44","","0.92%"
"07/09/2020","113.00","114.12","114.70","112.87","","-0.76%"
"07/08/2020","113.86","114.42","114.75","113.66","","-0.71%"
"07/07/2020","114.67","115.09","115.09","114.01","","-0.69%"
"07/06/2020","115.47","114.14","115.97","114.14","","1.65%"
"07/03/2020","113.60","114.35","114.61","113.21","","-0.60%"
"07/02/2020","114.29","111.98","114.61","111.98","","2.35%"
"07/01/2020","111.67","111.66","112.27","110.17","","0.03%"
"06/30/2020","111.64","111.59","112.06","110.96","","0.10%"
"06/29/2020","111.53","110.75","112.04","110.15","","0.66%"
"06/26/2020","110.80","111.49","112.87","110.77","","-0.43%"
"06/25/2020","111.28","110.38","111.61","109.04","","0.74%"
"06/24/2020","110.46","113.58","113.58","110.43","","-2.85%"
"06/23/2020","113.70","112.15","114.21","112.15","","1.59%"
"06/22/2020","111.92","112.60","112.97","111.23","","-0.66%"
"06/19/2020","112.66","112.44","113.56","112.44","","0.35%"
"06/18/2020","112.27","112.93","113.56","111.59","","-0.65%"
"06/17/2020","113.01","112.26","113.45","112.25","","0.71%"
"06/16/2020","112.21","109.31","113.25","109.31","","2.97%"
"06/15/2020","108.97","109.13","109.39","106.27","","-0.29%"
"06/12/2020","109.29","108.73","110.97","107.76","","0.28%"
"06/11/2020","108.99","113.33","113.33","108.95","","-4.10%"
"06/10/2020","113.65","114.42","115.57","113.55","","-0.67%"
"06/09/2020","114.42","115.82","116.21","113.64","","-1.21%"
"06/08/2020","115.82","116.36","116.46","115.13","","-0.46%"
"06/05/2020","116.36","114.34","116.41","114.34","","2.57%"
"06/04/2020","113.45","112.99","114.12","112.47","","-0.14%"
"06/03/2020","113.61","111.39","113.65","111.37","","2.86%"
"06/02/2020","110.45","109.18","110.78","109.13","","2.04%"
"06/01/2020","108.24","108.29","108.37","107.54","","0.95%"
"05/29/2020","107.22","107.64","108.35","107.12","","-1.31%"
"05/28/2020","108.64","107.75","108.86","107.52","","1.54%"
"05/27/2020","106.99","106.24","107.59","106.02","","0.96%"
"05/26/2020","105.97","105.74","106.19","105.25","","1.29%"
"05/25/2020","104.62","103.27","104.62","102.86","","2.03%"
"05/22/2020","102.54","101.09","102.95","100.82","","0.19%"
"05/21/2020","102.35","102.27","103.29","102.07","","-0.93%"
"05/20/2020","103.31","101.54","103.40","101.09","","1.18%"
"05/19/2020","102.11","103.52","103.52","101.39","","-0.58%"
"05/18/2020","102.71","99.94","102.82","99.90","","4.57%"
"05/15/2020","98.22","98.84","99.29","97.84","","0.39%"
"05/14/2020","97.84","98.76","99.07","96.44","","-1.92%"
"05/13/2020","99.76","100.82","100.93","99.69","","-2.25%"
"05/12/2020","102.06","101.46","102.30","101.44","","0.21%"
"05/11/2020","101.85","103.03","103.25","101.26","","-0.67%"
"05/08/2020","102.54","102.13","102.66","101.89","","1.12%"
"05/07/2020","101.40","100.47","101.44","100.33","","1.30%"
"05/06/2020","100.10","100.94","101.27","100.07","","-0.81%"
"05/05/2020","100.92","99.79","100.94","99.47","","2.18%"
"05/04/2020","98.77","99.98","99.98","98.53","","-3.60%"
"05/01/2020","102.46","102.53","102.56","102.43","","-0.16%"
"04/30/2020","102.62","105.02","105.42","102.45","","-1.84%"
"04/29/2020","104.54","102.25","104.55","102.12","","2.15%"
"04/28/2020","102.34","100.86","102.92","100.65","","1.62%"
"04/27/2020","100.71","100.22","100.75","99.95","","2.15%"
"04/24/2020","98.59","98.43","99.66","98.14","","-1.28%"
"04/23/2020","99.87","99.34","100.64","98.43","","1.00%"
"04/22/2020","98.88","98.06","98.89","97.82","","1.71%"
"04/21/2020","97.22","99.56","99.62","97.22","","-3.39%"
"04/20/2020","100.63","100.76","100.76","98.92","","0.46%"
"04/17/2020","100.17","99.74","100.98","99.62","","2.69%"
"04/16/2020","97.55","98.32","98.72","96.94","","0.32%"
"04/15/2020","97.24","100.72","100.82","97.04","","-3.54%"
"04/14/2020","100.81","101.14","101.62","100.45","","0.78%"
"04/13/2020","100.03","100.05","100.05","100.00","","-0.03%"
"04/10/2020","100.06","100.06","100.06","100.06","","0.00%"
"04/09/2020","100.06","99.59","100.62","98.44","","1.50%"
"04/08/2020","98.58","98.10","98.59","97.06","","-0.07%"
"04/07/2020","98.65","98.05","100.23","97.55","","2.21%"
"04/06/2020","96.52","94.42","96.62","94.42","","4.37%"
"04/03/2020","92.48","93.20","93.33","92.32","","-1.01%"
"04/02/2020","93.42","93.53","93.94","91.61","","0.38%"
"04/01/2020","93.07","96.21","96.21","92.73","","-3.39%"
"03/31/2020","96.34","94.99","97.14","94.46","","1.42%"
"03/30/2020","94.99","94.07","95.01","91.82","","0.99%"
"03/27/2020","94.06","97.71","97.71","93.05","","-3.74%"
"03/26/2020","97.71","95.58","97.73","93.30","","2.20%"
"03/25/2020","95.61","93.04","97.09","91.87","","2.91%"
"03/24/2020","92.91","88.03","92.94","88.03","","8.16%"
"03/23/2020","85.90","86.27","88.72","84.41","","-2.97%"
"03/20/2020","88.53","87.81","90.72","87.79","","3.05%"
"03/19/2020","85.91","83.88","85.99","82.66","","2.90%"
"03/18/2020","83.49","86.10","86.13","82.94","","-4.59%"
"03/17/2020","87.51","87.70","88.80","82.96","","2.55%"
"03/16/2020","85.33","87.77","87.77","80.78","","-5.45%"
"03/13/2020","90.25","91.08","97.11","88.94","","1.66%"
"03/12/2020","88.78","98.36","98.36","88.60","","-12.26%"
"03/11/2020","101.18","103.23","104.44","100.76","","-0.68%"
"03/10/2020","101.87","104.28","107.53","101.36","","-1.48%"
"03/09/2020","103.40","108.94","108.94","102.81","","-7.85%"
"03/06/2020","112.21","114.53","114.56","111.42","","-3.62%"
"03/05/2020","116.42","119.01","119.11","115.75","","-1.67%"
"03/04/2020","118.40","117.09","119.11","116.43","","1.16%"
"03/03/2020","117.04","117.05","119.39","116.69","","1.25%"
"03/02/2020","115.60","116.87","117.94","113.22","","0.27%"
"02/28/2020","115.29","116.34","116.34","113.83","","-3.39%"
"02/27/2020","119.33","121.76","121.93","117.85","","-3.35%"
"02/26/2020","123.47","122.48","124.00","119.68","","0.17%"
"02/25/2020","123.26","126.13","126.41","123.16","","-1.89%"
"02/24/2020","125.63","128.22","128.26","125.02","","-3.92%"
"02/21/2020","130.75","131.02","131.63","130.13","","-0.67%"
"02/20/2020","131.63","132.66","132.67","131.61","","-0.86%"
"02/19/2020","132.77","132.09","132.78","131.99","","0.84%"
"02/18/2020","131.67","131.56","131.98","131.29","","-0.45%"
"02/17/2020","132.27","132.07","132.40","131.97","","0.27%"
"02/14/2020","131.92","131.97","132.29","131.80","","-0.02%"
"02/13/2020","131.95","131.98","131.98","130.62","","-0.16%"
"02/12/2020","132.16","131.27","132.17","131.27","","0.69%"
"02/11/2020","131.26","130.26","131.40","130.26","","0.96%"
"02/10/2020","130.01","130.08","130.08","129.50","","-0.07%"
"02/07/2020","130.10","130.42","130.42","129.62","","-0.26%"
"02/06/2020","130.44","129.60","130.63","129.60","","0.64%"
"02/05/2020","129.61","127.76","129.80","127.48","","1.42%"
"02/04/2020","127.80","126.22","127.81","126.22","","1.73%"
"02/03/2020","125.63","125.04","125.97","125.01","","0.49%"
"01/31/2020","125.02","126.89","126.93","124.92","","-1.13%"
"01/30/2020","126.45","126.61","127.14","126.09","","-1.06%"
"01/29/2020","127.80","127.56","128.06","127.39","","0.36%"
"01/28/2020","127.34","126.64","127.44","125.96","","0.86%"
"01/27/2020","126.25","127.83","127.83","126.07","","-2.42%"
"01/24/2020","129.38","129.03","130.00","129.03","","0.92%"
"01/23/2020","128.20","128.76","128.98","127.98","","-0.70%"
"01/22/2020","129.10","129.47","129.75","128.95","","-0.14%"
"01/21/2020","129.28","128.85","129.29","128.22","","-0.28%"
"01/20/2020","129.64","129.62","129.78","129.31","","-0.17%"
"01/17/2020","129.86","129.31","130.03","129.31","","0.85%"
"01/16/2020","128.76","128.81","129.09","128.33","","0.16%"
"01/15/2020","128.55","128.55","128.70","128.04","","0.00%"
"01/14/2020","128.55","128.28","128.59","127.44","","0.22%"
"01/13/2020","128.27","128.53","128.74","127.93","","-0.19%"
"01/10/2020","128.52","128.97","129.02","128.46","","-0.11%"
"01/09/2020","128.66","128.92","129.16","128.55","","0.36%"
"01/08/2020","128.20","127.45","128.26","127.20","","0.20%"
"01/07/2020","127.94","128.02","128.60","127.56","","0.21%"
"01/06/2020","127.67","127.50","127.75","126.51","","-0.39%"
"01/03/2020","128.17","127.97","128.23","127.41","","-0.49%"
"01/02/2020","128.80","127.88","129.02","127.88","","1.07%"
